Via Unit 0,Via Unit 3,Register Count,R/W,Data Type,Content,Start Bit Nr.,Category
209,9,1,RW,MixedBits,Synchronised DO/RO Lock 3.15,14,Advanced
209,9,1,RW,MixedBits,Synchronised DO/RO Lock 3.16,15,Advanced
210,10,1,RW,MixedBits,Synchronised DO/RO Lock 3.17,0,Advanced
210,10,1,RW,MixedBits,Synchronised DO/RO Lock 3.18,1,Advanced
210,10,1,RW,MixedBits,Synchronised DO/RO Lock 3.19,2,Advanced
210,10,1,RW,MixedBits,Synchronised DO/RO Lock 3.20,3,Advanced
210,10,1,RW,MixedBits,Synchronised DO/RO Lock 3.21,4,Advanced
210,10,1,RW,MixedBits,Synchronised DO/RO Lock 3.22,5,Advanced
210,10,1,RW,MixedBits,Synchronised DO/RO Lock 3.23,6,Advanced
210,10,1,RW,MixedBits,Synchronised DO/RO Lock 3.24,7,Advanced
210,10,1,RW,MixedBits,Synchronised DO/RO Lock 3.25,8,Advanced
210,10,1,RW,MixedBits,Synchronised DO/RO Lock 3.26,9,Advanced
210,10,1,RW,MixedBits,Synchronised DO/RO Lock 3.27,10,Advanced
210,10,1,RW,MixedBits,Synchronised DO/RO Lock 3.28,11,Advanced
,100,2,RW,DWord,(Internal) RS485 Full Mode Configuration 3.1,,Obsolete
700,500,1,W,Word,Reserved - Do Not Use,,Reserved
701,501,1,W,Word,Reserved - Do Not Use,,Reserved
702,502,1,W,Word,Reserved - Do Not Use,,Reserved
703,503,1,W,Word,Reserved - Do Not Use,,Reserved
704,504,1,W,Word,Reserved - Do Not Use,,Reserved
705,505,1,W,Word,Reserved - Do Not Use,,Reserved
706,506,1,W,Word,Reserved - Do Not Use,,Reserved
707,507,1,W,Word,Reserved - Do Not Use,,Reserved
708,508,1,W,Word,Reserved - Do Not Use,,Reserved
709,509,1,W,Word,Reserved - Do Not Use,,Reserved
,510,1,RW,Word,(Internal) Stored Firmware Version,,Expert
,511,1,RW,Word,(Internal) Stored Firmware Revision,,Expert
,512,1,RW,Word,(Internal) Stored Base Firmware Revision,,Expert
,513,1,RW,Word,(Internal) Stored Expanded Flash Magic Value,,Expert
,514,1,RW,Word,(Internal) Stored PCB Revision,,Expert
,515,1,RW,Word,(Internal) Stored PCB Serial Number,,Expert
,516,1,RW,Word,(Internal) Stored HW Revision Number,,Expert
1200,1000,1,R,Word,Firmware Version,,Expert
1201,1001,1,R,Word,Number of I/Os,,Advanced
1202,1002,1,R,Word,Number of peripherals,,Advanced
1203,1003,1,R,Word,Firmware ID,,Expert
1204,1004,1,R,Word,Hardware ID,,Expert
1205,1005,2,R,DWord,PCB Serial Number,,Expert
1207,1007,1,RW,Word,Interrupt Mask,,Expert
1208,1008,1,RW,Word,Group MasterWatchDog (MWD) Timeout (in 100us),,Advanced
1209,1009,1,R,Word,VRef of MCU,,Expert
1210,1010,1,W,Word,Reserved - Do Not Use,,Reserved
1211,1011,1,W,Word,Reserved - Do Not Use,,Reserved
,2000,220,W,Word,Reserved - Do Not Use,,Reserved
